pfaf_id,bau30_ws_x_r,bau30_ws_x_s,bau30_ws_x_c,bau30_ws_x_l,bau50_ws_x_r,bau50_ws_x_s,bau50_ws_x_c,bau50_ws_x_l,bau80_ws_x_r,bau80_ws_x_s,bau80_ws_x_c,bau80_ws_x_l,opt30_ws_x_r,opt30_ws_x_s,opt30_ws_x_c,opt30_ws_x_l,opt50_ws_x_r,opt50_ws_x_s,opt50_ws_x_c,opt50_ws_x_l,opt80_ws_x_r,opt80_ws_x_s,opt80_ws_x_c,opt80_ws_x_l,pes30_ws_x_r,pes30_ws_x_s,pes30_ws_x_c,pes30_ws_x_l,pes50_ws_x_r,pes50_ws_x_s,pes50_ws_x_c,pes50_ws_x_l,pes80_ws_x_r,pes80_ws_x_s,pes80_ws_x_c,pes80_ws_x_l,pfaf_prefix
811101,3.35e-06,0.0,0.0,Low (<10%),3.26e-06,0.0,0.0,Low (<10%),3.1e-06,0.0,0.0,Low (<10%),3.24e-06,0.0,0.0,Low (<10%),3.15e-06,0.0,0.0,Low (<10%),3.05e-06,0.0,0.0,Low (<10%),3.23e-06,0.0,0.0,Low (<10%),3.15e-06,0.0,0.0,Low (<10%),2.96e-06,0.0,0.0,Low (<10%),8
811102,0.000153853,0.0,0.0,Low (<10%),0.000139894,0.0,0.0,Low (<10%),0.000112142,0.0,0.0,Low (<10%),0.000151748,0.0,0.0,Low (<10%),0.000167123,0.0,0.0,Low (<10%),0.000183285,0.0,0.0,Low (<10%),0.000148976,0.0,0.0,Low (<10%),0.000170778,0.0,0.0,Low (<10%),0.00019604,0.0,0.0,Low (<10%),8
811103,4.9e-05,0.0,0.0,Low (<10%),3.87e-05,0.0,0.0,Low (<10%),3.42e-05,0.0,0.0,Low (<10%),4.96e-05,0.0,0.0,Low (<10%),5.89e-05,0.0,0.0,Low (<10%),7.21e-05,0.0,0.0,Low (<10%),4.89e-05,0.0,0.0,Low (<10%),5.97e-05,0.0,0.0,Low (<10%),6.67e-05,0.0,0.0,Low (<10%),8
811104,0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),0.0,0.0,0.0,Low (<10%),8
811105,2.84e-08,0.0,0.0,Low (<10%),2.74e-08,0.0,0.0,Low (<10%),2.55e-08,0.0,0.0,Low (<10%),2.87e-08,0.0,0.0,Low (<10%),2.64e-08,0.0,0.0,Low (<10%),2.59e-08,0.0,0.0,Low (<10%),2.75e-08,0.0,0.0,Low (<10%),2.68e-08,0.0,0.0,Low (<10%),2.42e-08,0.0,0.0,Low (<10%),8
811106,3.75e-09,0.0,0.0,Low (<10%),3.54e-09,0.0,0.0,Low (<10%),3.25e-09,0.0,0.0,Low (<10%),3.56e-09,0.0,0.0,Low (<10%),3.38e-09,0.0,0.0,Low (<10%),3.28e-09,0.0,0.0,Low (<10%),3.53e-09,0.0,0.0,Low (<10%),3.43e-09,0.0,0.0,Low (<10%),3.07e-09,0.0,0.0,Low (<10%),8
811107,2.93e-06,0.0,0.0,Low (<10%),2.82e-06,0.0,0.0,Low (<10%),2.55e-06,0.0,0.0,Low (<10%),2.94e-06,0.0,0.0,Low (<10%),2.81e-06,0.0,0.0,Low (<10%),2.63e-06,0.0,0.0,Low (<10%),2.85e-06,0.0,0.0,Low (<10%),2.71e-06,0.0,0.0,Low (<10%),2.46e-06,0.0,0.0,Low (<10%),8
811108,2.6e-08,0.0,0.0,Low (<10%),2.55e-08,0.0,0.0,Low (<10%),2.42e-08,0.0,0.0,Low (<10%),2.68e-08,0.0,0.0,Low (<10%),2.54e-08,0.0,0.0,Low (<10%),2.36e-08,0.0,0.0,Low (<10%),2.59e-08,0.0,0.0,Low (<10%),2.45e-08,0.0,0.0,Low (<10%),2.28e-08,0.0,0.0,Low (<10%),8
811109,2.2e-07,0.0,0.0,Low (<10%),2e-07,0.0,0.0,Low (<10%),1.73e-07,0.0,0.0,Low (<10%),2.33e-07,0.0,0.0,Low (<10%),2.01e-07,0.0,0.0,Low (<10%),1.85e-07,0.0,0.0,Low (<10%),2.17e-07,0.0,0.0,Low (<10%),1.93e-07,0.0,0.0,Low (<10%),1.68e-07,0.0,0.0,Low (<10%),8
811201,9.3e-07,0.0,0.0,Low (<10%),8.17e-07,0.0,0.0,Low (<10%),7.25e-07,0.0,0.0,Low (<10%),9.32e-07,0.0,0.0,Low (<10%),8.27e-07,0.0,0.0,Low (<10%),7.61e-07,0.0,0.0,Low (<10%),8.96e-07,0.0,0.0,Low (<10%),7.92e-07,0.0,0.0,Low (<10%),7e-07,0.0,0.0,Low (<10%),8
811202,3.95e-09,0.0,0.0,Low (<10%),3.49e-09,0.0,0.0,Low (<10%),3.09e-09,0.0,0.0,Low (<10%),4.05e-09,0.0,0.0,Low (<10%),3.59e-09,0.0,0.0,Low (<10%),3.29e-09,0.0,0.0,Low (<10%),3.93e-09,0.0,0.0,Low (<10%),3.4e-09,0.0,0.0,Low (<10%),3.01e-09,0.0,0.0,Low (<10%),8
811203,6.2e-05,0.0,0.0,Low (<10%),5.52e-05,0.0,0.0,Low (<10%),4.86e-05,0.0,0.0,Low (<10%),6.55e-05,0.0,0.0,Low (<10%),5.73e-05,0.0,0.0,Low (<10%),5.16e-05,0.0,0.0,Low (<10%),6.25e-05,0.0,0.0,Low (<10%),5.35e-05,0.0,0.0,Low (<10%),4.74e-05,0.0,0.0,Low (<10%),8
811204,0.001434385,0.0,0.0,Low (<10%),0.001240786,0.0,0.0,Low (<10%),0.001009522,0.0,0.0,Low (<10%),0.001620702,0.0,0.0,Low (<10%),0.001335661,0.0,0.0,Low (<10%),0.001280441,0.0,0.0,Low (<10%),0.001481075,0.0,0.0,Low (<10%),0.001251997,0.0,0.0,Low (<10%),0.001126338,0.0,0.0,Low (<10%),8
811205,1.05e-06,0.0,0.0,Low (<10%),9.7e-07,0.0,0.0,Low (<10%),8.89e-07,0.0,0.0,Low (<10%),1.05e-06,0.0,0.0,Low (<10%),9.98e-07,0.0,0.0,Low (<10%),8.95e-07,0.0,0.0,Low (<10%),1.03e-06,0.0,0.0,Low (<10%),9.32e-07,0.0,0.0,Low (<10%),8.46e-07,0.0,0.0,Low (<10%),8
811206,1.4e-05,0.0,0.0,Low (<10%),1.31e-05,0.0,0.0,Low (<10%),1.19e-05,0.0,0.0,Low (<10%),1.4e-05,0.0,0.0,Low (<10%),1.33e-05,0.0,0.0,Low (<10%),1.18e-05,0.0,0.0,Low (<10%),1.36e-05,0.0,0.0,Low (<10%),1.23e-05,0.0,0.0,Low (<10%),1.11e-05,0.0,0.0,Low (<10%),8
811207,2.56e-07,0.0,0.0,Low (<10%),2.42e-07,0.0,0.0,Low (<10%),2.18e-07,0.0,0.0,Low (<10%),2.59e-07,0.0,0.0,Low (<10%),2.46e-07,0.0,0.0,Low (<10%),2.17e-07,0.0,0.0,Low (<10%),2.5e-07,0.0,0.0,Low (<10%),2.27e-07,0.0,0.0,Low (<10%),2.03e-07,0.0,0.0,Low (<10%),8
811208,3.33e-05,0.0,0.0,Low (<10%),3.26e-05,0.0,0.0,Low (<10%),2.89e-05,0.0,0.0,Low (<10%),3.38e-05,0.0,0.0,Low (<10%),3.29e-05,0.0,0.0,Low (<10%),2.89e-05,0.0,0.0,Low (<10%),3.24e-05,0.0,0.0,Low (<10%),3.05e-05,0.0,0.0,Low (<10%),2.63e-05,0.0,0.0,Low (<10%),8
811209,4.94e-08,0.0,0.0,Low (<10%),4.9e-08,0.0,0.0,Low (<10%),4.37e-08,0.0,0.0,Low (<10%),5e-08,0.0,0.0,Low (<10%),4.89e-08,0.0,0.0,Low (<10%),4.33e-08,0.0,0.0,Low (<10%),4.83e-08,0.0,0.0,Low (<10%),4.6e-08,0.0,0.0,Low (<10%),4.08e-08,0.0,0.0,Low (<10%),8
811301,0.001749608,0.0,0.0,Low (<10%),0.001640116,0.0,0.0,Low (<10%),0.001357368,0.0,0.0,Low (<10%),0.001831115,0.0,0.0,Low (<10%),0.002000372,0.0,0.0,Low (<10%),0.002318668,0.0,0.0,Low (<10%),0.001821899,0.0,0.0,Low (<10%),0.001987001,0.0,0.0,Low (<10%),0.002116122,0.0,0.0,Low (<10%),8
811302,0.002185634,0.0,0.0,Low (<10%),0.002185584,0.0,0.0,Low (<10%),0.002247304,0.0,0.0,Low (<10%),0.002288134,0.0,0.0,Low (<10%),0.002448146,0.0,0.0,Low (<10%),0.002407456,0.0,0.0,Low (<10%),0.00224162,0.0,0.0,Low (<10%),0.002264433,0.0,0.0,Low (<10%),0.002526714,0.0,0.0,Low (<10%),8
811303,0.408387688,3.029939373,3.0,High (40-80%),0.388133349,2.956552395,2.0,Medium-high (20-40%),0.28242169,2.497850891,2.0,Medium-high (20-40%),0.419395789,3.068312375,3.0,High (40-80%),0.452978248,3.179441775,3.0,High (40-80%),0.460314949,3.202621296,3.0,High (40-80%),0.403317132,3.011914688,3.0,High (40-80%),0.424596514,3.086092527,3.0,High (40-80%),0.402165216,3.007788305,3.0,High (40-80%),8
811304,0.014060815,0.0,0.0,Low (<10%),0.013333994,0.0,0.0,Low (<10%),0.011062871,0.0,0.0,Low (<10%),0.014866096,0.0,0.0,Low (<10%),0.015540009,0.0,0.0,Low (<10%),0.017724319,0.0,0.0,Low (<10%),0.01439842,0.0,0.0,Low (<10%),0.015279938,0.0,0.0,Low (<10%),0.018284952,0.0,0.0,Low (<10%),8
811305,0.06437094,0.364481449,0.0,Low (<10%),0.053744081,0.104177786,0.0,Low (<10%),0.047631802,0.0,0.0,Low (<10%),0.067508464,0.433140296,0.0,Low (<10%),0.061880346,0.307553161,0.0,Low (<10%),0.07333963,0.552664883,0.0,Low (<10%),0.062313218,0.317610137,0.0,Low (<10%),0.063093837,0.335571003,0.0,Low (<10%),0.069459621,0.474246436,0.0,Low (<10%),8
811306,0.002887392,0.0,0.0,Low (<10%),0.002560123,0.0,0.0,Low (<10%),0.002075661,0.0,0.0,Low (<10%),0.00303491,0.0,0.0,Low (<10%),0.003162269,0.0,0.0,Low (<10%),0.003668032,0.0,0.0,Low (<10%),0.002918169,0.0,0.0,Low (<10%),0.003241165,0.0,0.0,Low (<10%),0.003254438,0.0,0.0,Low (<10%),8
811307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
811308,0.003449247,0.0,0.0,Low (<10%),0.00294437,0.0,0.0,Low (<10%),0.002200961,0.0,0.0,Low (<10%),0.003768427,0.0,0.0,Low (<10%),0.003729152,0.0,0.0,Low (<10%),0.004104225,0.0,0.0,Low (<10%),0.003417604,0.0,0.0,Low (<10%),0.003655513,0.0,0.0,Low (<10%),0.003502833,0.0,0.0,Low (<10%),8
811309,0.006963862,0.0,0.0,Low (<10%),0.00613883,0.0,0.0,Low (<10%),0.00471807,0.0,0.0,Low (<10%),0.00773906,0.0,0.0,Low (<10%),0.007405331,0.0,0.0,Low (<10%),0.007948555,0.0,0.0,Low (<10%),0.006860042,0.0,0.0,Low (<10%),0.007133925,0.0,0.0,Low (<10%),0.006803683,0.0,0.0,Low (<10%),8
811401,1.39e-06,0.0,0.0,Low (<10%),1.23e-06,0.0,0.0,Low (<10%),1.15e-06,0.0,0.0,Low (<10%),1.54e-06,0.0,0.0,Low (<10%),1.33e-06,0.0,0.0,Low (<10%),1.25e-06,0.0,0.0,Low (<10%),1.35e-06,0.0,0.0,Low (<10%),1.21e-06,0.0,0.0,Low (<10%),1.02e-06,0.0,0.0,Low (<10%),8
811403,0.001438375,0.0,0.0,Low (<10%),0.00126974,0.0,0.0,Low (<10%),0.001067959,0.0,0.0,Low (<10%),0.00157169,0.0,0.0,Low (<10%),0.001393249,0.0,0.0,Low (<10%),0.001382693,0.0,0.0,Low (<10%),0.00135736,0.0,0.0,Low (<10%),0.001286324,0.0,0.0,Low (<10%),0.001163036,0.0,0.0,Low (<10%),8
811402,8.78e-05,0.0,0.0,Low (<10%),8.19e-05,0.0,0.0,Low (<10%),7.61e-05,0.0,0.0,Low (<10%),9.44e-05,0.0,0.0,Low (<10%),7.99e-05,0.0,0.0,Low (<10%),7.17e-05,0.0,0.0,Low (<10%),8.67e-05,0.0,0.0,Low (<10%),7.49e-05,0.0,0.0,Low (<10%),7.59e-05,0.0,0.0,Low (<10%),8
811404,0.000576942,0.0,0.0,Low (<10%),0.000517142,0.0,0.0,Low (<10%),0.000466378,0.0,0.0,Low (<10%),0.000605988,0.0,0.0,Low (<10%),0.000542641,0.0,0.0,Low (<10%),0.000523674,0.0,0.0,Low (<10%),0.000552415,0.0,0.0,Low (<10%),0.00051655,0.0,0.0,Low (<10%),0.000449638,0.0,0.0,Low (<10%),8
811405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
811406,7.08e-05,0.0,0.0,Low (<10%),6.54e-05,0.0,0.0,Low (<10%),6.31e-05,0.0,0.0,Low (<10%),7.54e-05,0.0,0.0,Low (<10%),7e-05,0.0,0.0,Low (<10%),6.73e-05,0.0,0.0,Low (<10%),6.83e-05,0.0,0.0,Low (<10%),6.35e-05,0.0,0.0,Low (<10%),6.27e-05,0.0,0.0,Low (<10%),8
811407,0.000140478,0.0,0.0,Low (<10%),0.000128545,0.0,0.0,Low (<10%),0.000114928,0.0,0.0,Low (<10%),0.000157972,0.0,0.0,Low (<10%),0.000141053,0.0,0.0,Low (<10%),0.000133033,0.0,0.0,Low (<10%),0.000147895,0.0,0.0,Low (<10%),0.00013311,0.0,0.0,Low (<10%),0.00012582,0.0,0.0,Low (<10%),8
811409,3.67e-06,0.0,0.0,Low (<10%),3.8e-06,0.0,0.0,Low (<10%),3.89e-06,0.0,0.0,Low (<10%),3.98e-06,0.0,0.0,Low (<10%),3.93e-06,0.0,0.0,Low (<10%),3.9e-06,0.0,0.0,Low (<10%),4.21e-06,0.0,0.0,Low (<10%),3.9e-06,0.0,0.0,Low (<10%),3.78e-06,0.0,0.0,Low (<10%),8
811408,2.77e-06,0.0,0.0,Low (<10%),2.73e-06,0.0,0.0,Low (<10%),2.5e-06,0.0,0.0,Low (<10%),2.53e-06,0.0,0.0,Low (<10%),2.41e-06,0.0,0.0,Low (<10%),2.43e-06,0.0,0.0,Low (<10%),2.56e-06,0.0,0.0,Low (<10%),2.52e-06,0.0,0.0,Low (<10%),2.08e-06,0.0,0.0,Low (<10%),8
811510,0.000180388,0.0,0.0,Low (<10%),0.000149362,0.0,0.0,Low (<10%),0.000131222,0.0,0.0,Low (<10%),0.000195362,0.0,0.0,Low (<10%),0.000159065,0.0,0.0,Low (<10%),0.000153952,0.0,0.0,Low (<10%),0.000172004,0.0,0.0,Low (<10%),0.000149793,0.0,0.0,Low (<10%),0.000119398,0.0,0.0,Low (<10%),8
811520,8.51e-05,0.0,0.0,Low (<10%),6.67e-05,0.0,0.0,Low (<10%),4.91e-05,0.0,0.0,Low (<10%),8.77e-05,0.0,0.0,Low (<10%),7.24e-05,0.0,0.0,Low (<10%),7.03e-05,0.0,0.0,Low (<10%),7.97e-05,0.0,0.0,Low (<10%),6.57e-05,0.0,0.0,Low (<10%),4.67e-05,0.0,0.0,Low (<10%),8
811531,0.00051754,0.0,0.0,Low (<10%),0.000514959,0.0,0.0,Low (<10%),0.000467517,0.0,0.0,Low (<10%),0.000516337,0.0,0.0,Low (<10%),0.000484203,0.0,0.0,Low (<10%),0.000484028,0.0,0.0,Low (<10%),0.00051602,0.0,0.0,Low (<10%),0.000479256,0.0,0.0,Low (<10%),0.000472278,0.0,0.0,Low (<10%),8
811532,4.28e-05,0.0,0.0,Low (<10%),4.66e-05,0.0,0.0,Low (<10%),4.32e-05,0.0,0.0,Low (<10%),4.52e-05,0.0,0.0,Low (<10%),4.47e-05,0.0,0.0,Low (<10%),4.6e-05,0.0,0.0,Low (<10%),4.59e-05,0.0,0.0,Low (<10%),4.39e-05,0.0,0.0,Low (<10%),4.45e-05,0.0,0.0,Low (<10%),8
811533,0.000330073,0.0,0.0,Low (<10%),0.00033913,0.0,0.0,Low (<10%),0.000309163,0.0,0.0,Low (<10%),0.000342662,0.0,0.0,Low (<10%),0.000368881,0.0,0.0,Low (<10%),0.000419688,0.0,0.0,Low (<10%),0.000347522,0.0,0.0,Low (<10%),0.000368934,0.0,0.0,Low (<10%),0.000386648,0.0,0.0,Low (<10%),8
811534,9.29e-06,0.0,0.0,Low (<10%),9.75e-06,0.0,0.0,Low (<10%),9.32e-06,0.0,0.0,Low (<10%),9.57e-06,0.0,0.0,Low (<10%),1.03e-05,0.0,0.0,Low (<10%),1.13e-05,0.0,0.0,Low (<10%),9.68e-06,0.0,0.0,Low (<10%),1.02e-05,0.0,0.0,Low (<10%),1.02e-05,0.0,0.0,Low (<10%),8
811535,5.07e-05,0.0,0.0,Low (<10%),5.54e-05,0.0,0.0,Low (<10%),5.22e-05,0.0,0.0,Low (<10%),5.3e-05,0.0,0.0,Low (<10%),5.44e-05,0.0,0.0,Low (<10%),5.63e-05,0.0,0.0,Low (<10%),5.45e-05,0.0,0.0,Low (<10%),5.36e-05,0.0,0.0,Low (<10%),5.08e-05,0.0,0.0,Low (<10%),8
811536,4.8e-06,0.0,0.0,Low (<10%),5.52e-06,0.0,0.0,Low (<10%),5.15e-06,0.0,0.0,Low (<10%),5.03e-06,0.0,0.0,Low (<10%),5.23e-06,0.0,0.0,Low (<10%),5.2e-06,0.0,0.0,Low (<10%),5.26e-06,0.0,0.0,Low (<10%),5.02e-06,0.0,0.0,Low (<10%),4.89e-06,0.0,0.0,Low (<10%),8
811537,1.31e-06,0.0,0.0,Low (<10%),1.45e-06,0.0,0.0,Low (<10%),1.41e-06,0.0,0.0,Low (<10%),1.39e-06,0.0,0.0,Low (<10%),1.61e-06,0.0,0.0,Low (<10%),1.69e-06,0.0,0.0,Low (<10%),1.46e-06,0.0,0.0,Low (<10%),1.51e-06,0.0,0.0,Low (<10%),1.72e-06,0.0,0.0,Low (<10%),8
811538,8.58e-06,0.0,0.0,Low (<10%),8.63e-06,0.0,0.0,Low (<10%),8.51e-06,0.0,0.0,Low (<10%),9.47e-06,0.0,0.0,Low (<10%),1.24e-05,0.0,0.0,Low (<10%),1.46e-05,0.0,0.0,Low (<10%),9.7e-06,0.0,0.0,Low (<10%),1.16e-05,0.0,0.0,Low (<10%),1.46e-05,0.0,0.0,Low (<10%),8
811539,0.001082336,0.0,0.0,Low (<10%),0.001150193,0.0,0.0,Low (<10%),0.001089389,0.0,0.0,Low (<10%),0.001096686,0.0,0.0,Low (<10%),0.001193044,0.0,0.0,Low (<10%),0.001201066,0.0,0.0,Low (<10%),0.001128615,0.0,0.0,Low (<10%),0.001133725,0.0,0.0,Low (<10%),0.001196596,0.0,0.0,Low (<10%),8
811540,1.89e-06,0.0,0.0,Low (<10%),2.14e-06,0.0,0.0,Low (<10%),1.91e-06,0.0,0.0,Low (<10%),2e-06,0.0,0.0,Low (<10%),2.21e-06,0.0,0.0,Low (<10%),2.11e-06,0.0,0.0,Low (<10%),2.09e-06,0.0,0.0,Low (<10%),2.02e-06,0.0,0.0,Low (<10%),2.18e-06,0.0,0.0,Low (<10%),8
811550,0.000690397,0.0,0.0,Low (<10%),0.000713793,0.0,0.0,Low (<10%),0.000622628,0.0,0.0,Low (<10%),0.000685909,0.0,0.0,Low (<10%),0.000762793,0.0,0.0,Low (<10%),0.000783361,0.0,0.0,Low (<10%),0.000729936,0.0,0.0,Low (<10%),0.000691876,0.0,0.0,Low (<10%),0.000738409,0.0,0.0,Low (<10%),8
811560,0.000979784,0.0,0.0,Low (<10%),0.001001599,0.0,0.0,Low (<10%),0.00082028,0.0,0.0,Low (<10%),0.001007874,0.0,0.0,Low (<10%),0.001188416,0.0,0.0,Low (<10%),0.001265982,0.0,0.0,Low (<10%),0.001023462,0.0,0.0,Low (<10%),0.001077136,0.0,0.0,Low (<10%),0.00129737,0.0,0.0,Low (<10%),8
811570,0.009530631,0.0,0.0,Low (<10%),0.018170089,0.0,0.0,Low (<10%),0.010754438,0.0,0.0,Low (<10%),0.009237837,0.0,0.0,Low (<10%),0.012607737,0.0,0.0,Low (<10%),0.011990323,0.0,0.0,Low (<10%),0.010442932,0.0,0.0,Low (<10%),0.012966556,0.0,0.0,Low (<10%),0.018948812,0.0,0.0,Low (<10%),8
811580,2.2e-05,0.0,0.0,Low (<10%),2.05e-05,0.0,0.0,Low (<10%),1.82e-05,0.0,0.0,Low (<10%),2.16e-05,0.0,0.0,Low (<10%),2.28e-05,0.0,0.0,Low (<10%),2.42e-05,0.0,0.0,Low (<10%),2.2e-05,0.0,0.0,Low (<10%),2.24e-05,0.0,0.0,Low (<10%),2.7e-05,0.0,0.0,Low (<10%),8
811590,0.000227269,0.0,0.0,Low (<10%),0.00035573,0.0,0.0,Low (<10%),0.000109169,0.0,0.0,Low (<10%),0.000354022,0.0,0.0,Low (<10%),0.000902855,0.0,0.0,Low (<10%),0.001699938,0.0,0.0,Low (<10%),0.000404676,0.0,0.0,Low (<10%),0.001038517,0.0,0.0,Low (<10%),0.001788873,0.0,0.0,Low (<10%),8
811601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
811602,0.000417814,0.0,0.0,Low (<10%),0.000406701,0.0,0.0,Low (<10%),0.000326795,0.0,0.0,Low (<10%),0.000454744,0.0,0.0,Low (<10%),0.000602717,0.0,0.0,Low (<10%),0.000831611,0.0,0.0,Low (<10%),0.000469429,0.0,0.0,Low (<10%),0.000611717,0.0,0.0,Low (<10%),0.00081088,0.0,0.0,Low (<10%),8
811603,3.72e-06,0.0,0.0,Low (<10%),3.94e-06,0.0,0.0,Low (<10%),3.44e-06,0.0,0.0,Low (<10%),3.74e-06,0.0,0.0,Low (<10%),4.09e-06,0.0,0.0,Low (<10%),4.72e-06,0.0,0.0,Low (<10%),3.89e-06,0.0,0.0,Low (<10%),3.93e-06,0.0,0.0,Low (<10%),4.97e-06,0.0,0.0,Low (<10%),8
811605,2.54e-05,0.0,0.0,Low (<10%),2.49e-05,0.0,0.0,Low (<10%),2.13e-05,0.0,0.0,Low (<10%),2.5e-05,0.0,0.0,Low (<10%),2.54e-05,0.0,0.0,Low (<10%),2.65e-05,0.0,0.0,Low (<10%),2.45e-05,0.0,0.0,Low (<10%),2.34e-05,0.0,0.0,Low (<10%),2.74e-05,0.0,0.0,Low (<10%),8
811604,2.29e-05,0.0,0.0,Low (<10%),3.4e-05,0.0,0.0,Low (<10%),2.76e-05,0.0,0.0,Low (<10%),2.64e-05,0.0,0.0,Low (<10%),3.22e-05,0.0,0.0,Low (<10%),3.73e-05,0.0,0.0,Low (<10%),2.75e-05,0.0,0.0,Low (<10%),4.1e-05,0.0,0.0,Low (<10%),6.04e-05,0.0,0.0,Low (<10%),8
811607,3.07e-05,0.0,0.0,Low (<10%),3.12e-05,0.0,0.0,Low (<10%),2.47e-05,0.0,0.0,Low (<10%),3.15e-05,0.0,0.0,Low (<10%),2.93e-05,0.0,0.0,Low (<10%),2.79e-05,0.0,0.0,Low (<10%),2.96e-05,0.0,0.0,Low (<10%),2.54e-05,0.0,0.0,Low (<10%),2.86e-05,0.0,0.0,Low (<10%),8
811606,5.55e-05,0.0,0.0,Low (<10%),5.09e-05,0.0,0.0,Low (<10%),4.78e-05,0.0,0.0,Low (<10%),5.41e-05,0.0,0.0,Low (<10%),4.89e-05,0.0,0.0,Low (<10%),5.19e-05,0.0,0.0,Low (<10%),5.24e-05,0.0,0.0,Low (<10%),4.94e-05,0.0,0.0,Low (<10%),4.79e-05,0.0,0.0,Low (<10%),8
811608,3.96e-06,0.0,0.0,Low (<10%),3.37e-06,0.0,0.0,Low (<10%),3.13e-06,0.0,0.0,Low (<10%),4.22e-06,0.0,0.0,Low (<10%),3.59e-06,0.0,0.0,Low (<10%),3.44e-06,0.0,0.0,Low (<10%),3.66e-06,0.0,0.0,Low (<10%),3.14e-06,0.0,0.0,Low (<10%),2.9e-06,0.0,0.0,Low (<10%),8
811609,1.23e-06,0.0,0.0,Low (<10%),1.12e-06,0.0,0.0,Low (<10%),1.05e-06,0.0,0.0,Low (<10%),1.29e-06,0.0,0.0,Low (<10%),1.1e-06,0.0,0.0,Low (<10%),1.12e-06,0.0,0.0,Low (<10%),1.21e-06,0.0,0.0,Low (<10%),1.05e-06,0.0,0.0,Low (<10%),9.43e-07,0.0,0.0,Low (<10%),8
811700,0.0004399,0.0,0.0,Low (<10%),0.000414852,0.0,0.0,Low (<10%),0.000377714,0.0,0.0,Low (<10%),0.00044771,0.0,0.0,Low (<10%),0.00045911,0.0,0.0,Low (<10%),0.00054173,0.0,0.0,Low (<10%),0.000461622,0.0,0.0,Low (<10%),0.00046653,0.0,0.0,Low (<10%),0.000491375,0.0,0.0,Low (<10%),8
811811,6.8e-07,0.0,0.0,Low (<10%),5.66e-07,0.0,0.0,Low (<10%),5.42e-07,0.0,0.0,Low (<10%),7.42e-07,0.0,0.0,Low (<10%),6.59e-07,0.0,0.0,Low (<10%),7.44e-07,0.0,0.0,Low (<10%),6.88e-07,0.0,0.0,Low (<10%),6.42e-07,0.0,0.0,Low (<10%),6.76e-07,0.0,0.0,Low (<10%),8
811813,0.005954646,0.0,0.0,Low (<10%),0.005379541,0.0,0.0,Low (<10%),0.005154119,0.0,0.0,Low (<10%),0.006066333,0.0,0.0,Low (<10%),0.006364151,0.0,0.0,Low (<10%),0.00730009,0.0,0.0,Low (<10%),0.006045824,0.0,0.0,Low (<10%),0.006721924,0.0,0.0,Low (<10%),0.007203217,0.0,0.0,Low (<10%),8
811812,8.74e-07,0.0,0.0,Low (<10%),7.36e-07,0.0,0.0,Low (<10%),7.24e-07,0.0,0.0,Low (<10%),9.46e-07,0.0,0.0,Low (<10%),8.18e-07,0.0,0.0,Low (<10%),8.72e-07,0.0,0.0,Low (<10%),8.73e-07,0.0,0.0,Low (<10%),7.57e-07,0.0,0.0,Low (<10%),7.33e-07,0.0,0.0,Low (<10%),8
811815,4.76e-06,0.0,0.0,Low (<10%),4.07e-06,0.0,0.0,Low (<10%),3.53e-06,0.0,0.0,Low (<10%),5.7e-06,0.0,0.0,Low (<10%),5.2e-06,0.0,0.0,Low (<10%),6.04e-06,0.0,0.0,Low (<10%),5.09e-06,0.0,0.0,Low (<10%),5.14e-06,0.0,0.0,Low (<10%),5.3e-06,0.0,0.0,Low (<10%),8
811814,4.37e-06,0.0,0.0,Low (<10%),3.72e-06,0.0,0.0,Low (<10%),3.36e-06,0.0,0.0,Low (<10%),5.08e-06,0.0,0.0,Low (<10%),4.54e-06,0.0,0.0,Low (<10%),5.02e-06,0.0,0.0,Low (<10%),4.63e-06,0.0,0.0,Low (<10%),4.36e-06,0.0,0.0,Low (<10%),4.46e-06,0.0,0.0,Low (<10%),8
811817,2.13e-05,0.0,0.0,Low (<10%),1.79e-05,0.0,0.0,Low (<10%),1.52e-05,0.0,0.0,Low (<10%),2.47e-05,0.0,0.0,Low (<10%),2.17e-05,0.0,0.0,Low (<10%),2.35e-05,0.0,0.0,Low (<10%),2.24e-05,0.0,0.0,Low (<10%),2.09e-05,0.0,0.0,Low (<10%),1.95e-05,0.0,0.0,Low (<10%),8
811816,0.000102945,0.0,0.0,Low (<10%),9.48e-05,0.0,0.0,Low (<10%),9.78e-05,0.0,0.0,Low (<10%),0.000106758,0.0,0.0,Low (<10%),0.000113363,0.0,0.0,Low (<10%),0.000130773,0.0,0.0,Low (<10%),0.000111508,0.0,0.0,Low (<10%),0.000123599,0.0,0.0,Low (<10%),0.000142643,0.0,0.0,Low (<10%),8
