state,state_abb,county,county_id,dc_count,total_sqft,bws_score,bws_category,mean_lat,mean_lon,bws_label
North Carolina,NC,Union County,179,1,608141.0,4.950145401723682,Extremely High,35.179383199219835,-80.57017464245234,Extremely High (>80%)
North Dakota,ND,Cass County,17,1,25931.0,1.0029419936576631,Low-Medium,46.81509687104177,-96.84432644156146,Low-Medium (10-20%)
North Dakota,ND,Dickey County,21,1,2706037.0,0.0,Low,46.013549459536904,-98.57244091744636,Low (<10%)
Ohio,OH,Clark County,23,1,79937.0,0.0,Low,39.912780083635845,-83.72376141562717,Low (<10%)
Ohio,OH,Delaware County,41,1,307645.0,2.805350474308474,Medium-High,40.22452425388648,-83.04586008454727,Medium-High (20-40%)
Ohio,OH,Erie County,43,1,633484.0,0.0,Low,41.4324305009821,-82.71902751224367,Low (<10%)
Ohio,OH,Fairfield County,45,1,289253.0,0.0,Low,39.724010166114695,-82.69112739236837,Low (<10%)
Ohio,OH,Mahoning County,99,1,75379.0,0.15667709458625406,Low,41.04105972873746,-80.63309049266806,Low (<10%)
Ohio,OH,Summit County,153,1,59427.0,1.8999682203212596,Low-Medium,41.057431068795566,-81.52197151267426,Low-Medium (10-20%)
Ohio,OH,Wood County,173,1,21498189.0,0.0,Low,41.46529826036125,-83.63835552524,Low (<10%)
Oklahoma,OK,Bryan County,13,1,13494.0,0.0,Low,33.971721452767405,-96.4028549048576,Low (<10%)
New Mexico,NM,Santa Fe County,49,1,31727.0,3.531866329521771,High,35.67244389730999,-105.95657515744648,High (40-80%)
New Jersey,NJ,Monmouth County,25,1,25904.0,2.5465902359420576,Medium-High,40.15704355065648,-74.10158204974093,Medium-High (20-40%)
Michigan,MI,Macomb County,99,1,0.0,1.2687262816333709,Low-Medium,42.62794240000004,-82.98839390000002,Low-Medium (10-20%)
New Jersey,NJ,Mercer County,21,1,0.0,3.8184147954595122,High,40.315558000000024,-74.6688514,High (40-80%)
Michigan,MI,Monroe County,115,1,0.0,0.0,Low,41.8072817,-83.6276287,Low (<10%)
Michigan,MI,Oakland County,125,1,40574.0,0.0,Low,42.4476969142348,-83.26266713633784,Low (<10%)
Minnesota,MN,Anoka County,3,1,74101.0,3.373531211436855,High,45.13219704691406,-93.09562181940242,High (40-80%)
Minnesota,MN,Carver County,19,1,135505.0,0.9798008681404319,Low,44.851592871190945,-93.59883127427165,Low (<10%)
Minnesota,MN,Olmsted County,109,1,48317.0,0.9060599461321629,Low,44.07081644375691,-92.52212055150672,Low (<10%)
Minnesota,MN,Ramsey County,123,1,108201.0,0.006942334540189874,Low,44.97225309779238,-93.14746015507276,Low (<10%)
Minnesota,MN,St. Louis County,137,1,27162.0,2.0461266655942345,Medium-High,46.82746658999977,-92.13043071418323,Medium-High (20-40%)
Mississippi,MS,DeSoto County,33,1,812955.0,0.0,Low,34.99348804291279,-90.03416995691286,Low (<10%)
Mississippi,MS,Madison County,89,1,16581378.0,0.0,Low,32.597993067055405,-90.0918524305196,Low (<10%)
Missouri,MO,Boone County,19,1,39487.0,0.0,Low,38.9235119701765,-92.28862384290709,Low (<10%)
Missouri,MO,Caldwell County,25,1,1433.0,0.9360411773027598,Low,39.74404823646494,-93.9973760190651,Low (<10%)
Montana,MT,Custer County,17,1,8493.0,0.0,Low,46.40689745786043,-105.8206447445356,Low (<10%)
Montana,MT,Granite County,39,1,1510.0,4.238611825136121,Extremely High,46.33213162016486,-113.29267194552416,Extremely High (>80%)
Nebraska,NE,Buffalo County,19,1,356125.0,1.8627671361344946,Low-Medium,40.72592346991134,-99.03832882211478,Low-Medium (10-20%)
New Hampshire,NH,Strafford County,17,1,30553.0,0.2835730484401062,Low,43.14361852296161,-70.95247263069143,Low (<10%)
New Jersey,NJ,Bergen County,3,1,200804.0,0.4420617892713952,Low,41.078302339181775,-74.15291807503208,Low (<10%)
New Jersey,NJ,Gloucester County,15,1,41058.0,2.7631098605069795,Medium-High,39.83093011411571,-75.19532326682351,Medium-High (20-40%)
New Jersey,NJ,Union County,39,1,94373.0,4.0071644631985945,Extremely High,40.64375303338713,-74.28548116880219,Extremely High (>80%)
