pfaf_id,bws_annual_mean_raw,bws_annual_mean_score,bws_annual_max_raw,bws_annual_max_score,bws_summer_mean_raw,bws_summer_mean_score,n_arid_months,n_raw_masked_months,bwd_annual_mean_raw,bwd_annual_mean_score,iav_annual_mean_raw,iav_annual_mean_score,is_arid,bws_category,bws_annual_label,pfaf_prefix
111090,0.006963363577978125,0.0,0.0206420234577838,0.0,0.005221603230142066,0.0,0,0,0.003305005466017767,0.06610010932035615,0.8608515605822364,3.4434062423289458,False,Low,Low (<10%),1
111091,1.9215805426415358,3.0803270046562594,12.806232417145402,5.0,0.8550396968760374,1.6666666666666667,0,1,0.3273502455803213,1.8071594507807545,1.4385737633073592,4.687778879272801,False,High,High (40-80%),1
111092,0.947785403681192,4.849686264321306,1.3540441884126428,5.0,,5.0,0,10,0.08029046926029715,4.358575391050247,1.3840579302610794,4.773181131682083,False,Extremely High,Extremely High (>80%),1
111093,,,,,,,12,12,,,0.8013951006700243,3.1750147149620767,True,Arid,Arid and Low Water Use,1
111094,0.026859273704979425,0.10173283093432678,0.0860680657826947,0.7835499524570496,0.013947762963522133,0.0,0,0,0.01054358838066205,0.210871767613242,0.8115931997518152,3.246372799007261,False,Low,Low (<10%),1
111095,0.022966976707977083,0.07433295962155669,0.0715125590513449,0.5162685356747077,0.021173892808881403,0.0,0,0,0.00928244435055653,0.18564888701113144,0.7220512764426535,2.888205105770614,False,Low,Low (<10%),1
111096,0.1647089739944313,1.2032464583698061,0.562211108335734,3.4911119592012727,0.1533833405678573,1.1432179538311271,0,0,0.07028023697748784,0.7702110385992702,0.6689649826239852,2.6758599304959407,False,Low-Medium,Low-Medium (10-20%),1
111097,0.11137724884561212,0.913394827118919,0.3278986952384372,2.7132501610271573,0.12056626573693097,0.882616273299254,0,0,0.04121898691250808,0.6197506063289117,0.7466967833788442,2.9867871335153775,False,Low,Low (<10%),1
111098,0.0648024317640662,0.40645020936940807,0.228242243703366,2.190565834313241,0.08672181373676634,0.730188611437747,0,0,0.03381198830425301,0.5433207948650116,0.6927696487052343,2.771078594820937,False,Low,Low (<10%),1
111099,0.004944036513373509,0.0,0.0175781605382599,0.0,0.0043090509197385,0.0,0,0,0.00242048265915615,0.04840965318312391,0.49250961381841346,1.9700384552736538,False,Low,Low (<10%),1
112011,,,,,,,12,12,,,0.3480700657613361,1.3922802630453444,True,Arid,Arid and Low Water Use,1
112012,,,,,,,12,12,,,0.5034549767778134,2.0138199071112535,True,Arid,Arid and Low Water Use,1
112013,0.0009545283352439334,1.25,0.0018303219467761,5.0,0.0011317312822297,1.6666666666666667,0,3,0.0007298033884889001,1.2609470508273342,0.6227152467280751,2.4908609869123004,False,Low-Medium,Low-Medium (10-20%),1
112014,,,,,,,12,12,,,0.6655456340590172,2.6621825362360685,True,Arid,Arid and Low Water Use,1
112015,0.00044784562990533936,0.0,0.0011611664114307,0.0,0.00043923632261023336,0.0,0,0,0.0004223334921960163,0.008446669843921284,0.6673349714632965,2.669339885853186,False,Low,Low (<10%),1
112016,,,,,,,12,12,,,0.9866073018140314,3.9153925695072593,True,Arid,Arid and Low Water Use,1
112017,,,,,,,12,12,,,0.8287495931050036,3.3149983724200145,True,Arid,Arid and Low Water Use,1
112018,,,,,,,12,12,,,0.6690855705424833,2.5895405432977756,True,Arid,Arid and Low Water Use,1
112019,,,,,,,12,12,,,0.6066013422030273,2.426405368812109,True,Arid,Arid and Low Water Use,1
112020,,,,,,,12,12,,,0.29889108647867,1.1955643459146805,True,Arid,Arid and Low Water Use,1
112030,,,,,,,12,12,,,0.8982437485762449,3.2384839337575975,True,Arid,Arid and Low Water Use,1
112041,,,,,,,12,12,,,3.6950246968840195,5.0,True,Arid,Arid and Low Water Use,1
112042,0.000885488932195,1.6666666666666667,0.0019914576297397,5.0,0.0011515719848366,1.6666666666666667,0,4,0.0008050142532651375,1.6774001900435354,0.9326831232884968,3.548492541109752,False,Low-Medium,Low-Medium (10-20%),1
112043,0.0003595819756272505,0.0,0.0016609291276518,0.0,0.00023534829006128873,0.0,0,0,0.0002758618425932825,0.005517236851866025,0.9052787761834415,3.5086874298370336,False,Low,Low (<10%),1
112044,0.0006572800469785999,1.25,0.0017756191613809,5.0,0.0010035606661093,0.0,0,3,0.0005571425533722445,1.2583571383005845,0.8973726979287088,3.542158166414657,False,Low-Medium,Low-Medium (10-20%),1
112045,0.00041902049274076224,0.4166666666666667,0.0011806452364506,5.0,0.0004345512995235,0.0,0,1,0.000413908074311665,0.4242549813623812,0.8729784360847405,3.4814353915174987,False,Low,Low (<10%),1
112046,,,,,,,12,12,,,0.8228646484251887,3.291458593700755,True,Arid,Arid and Low Water Use,1
112047,,,,,,,12,12,,,0.6583937988379537,2.6335751953518143,True,Arid,Arid and Low Water Use,1
112048,,,,,,,12,12,,,2.2833948583233785,5.0,True,Arid,Arid and Low Water Use,1
112049,,,,,,,12,12,,,0.7917789046546865,3.167115618618746,True,Arid,Arid and Low Water Use,1
112050,,,,,,,12,12,,,0.48488077530025525,1.9395231012010212,True,Arid,Arid and Low Water Use,1
